Pas;ECinetica;EPotencial;ETotal;Temperatura
5745;293.217;-164.189;-134.867;0,458152
5746;291.354;-163.992;-134.857;0,45524
5747;290.293;-163.898;-134.869;0,453582
5748;290.687;-163,93;-134.862;0,454198
5749;292.777;-164.141;-134.864;0,457464
5750;29.628;-164.502;-134.874;0,462938
5751;300.508;-164.924;-134.873;0,469543
5752;304.633;-165.335;-134.872;0,475989
5753;307.955;-165.664;-134.869;0,48118
5754;310.041;-165.895;-134.891;0,484438
5755;31.073;-165.958;-134.885;0,485516
5756;310.077;-165.896;-134.889;0,484495
5757;30.826;-165.707;-134.881;0,481656
5758;305.511;-165.431;-134.879;0,47736
5759;302.066;-165.085;-134.878;0,471978
5760;298.142;-164.685;-134.871;0,465846
5761;293.923;-164.273;-134.881;0,459255
5762;289.574;-163.821;-134.864;0,452459
5763;285.243;-163.387;-134.863;0,445693
5764;28.108;-162.975;-134.867;0,439187
5765;277.226;-162.589;-134.867;0,433166
5766;273.813;-162.247;-134.866;0,427833
5767;270.947;-161,96;-134.866;0,423354
5768;26.869;-161.735;-134.866;0,419829
5769;267.059;-161.577;-134.871;0,41728
5770;266.025;-161.474;-134.872;0,415665
5771;265.535;-161.431;-134.878;0,414898
5772;265.526;-161.425;-134.872;0,414884
5773;26.595;-161.478;-134.883;0,415547
5774;266.778;-161.556;-134.878;0,416841
5775;267.994;-161.683;-134.883;0,41874
5776;269.578;-161,83;-134.873;0,421215
5777;271.487;-162.033;-134.884;0,424199
5778;273.642;-162.244;-134.879;0,427566
5779;275.924;-162.484;-134.891;0,431131
5780;278.193;-162.706;-134.887;0,434676
5781;280.312;-162.918;-134.887;0,437987
5782;282.175;-163.105;-134.888;0,440898
5783;283.728;-163.255;-134.882;0,443325
5784;284.979;-163,38;-134.882;0,445279
5785;285.992;-163.497;-134.897;0,446862
5786;286.879;-163.584;-134.897;0,448248
5787;287.773;-163.668;-134,89;0,449645
5788;28.881;-163,76;-134.879;0,451266
5789;290.103;-163.883;-134.873;0,453286
5790;29.172;-164.045;-134.873;0,455812
5791;29.367;-164,24;-134.873;0,45886
5792;295.895;-164.474;-134.885;0,462335
5793;298.267;-164.718;-134.892;0,466041
5794;300.606;-164.937;-134.877;0,469698
5795;302.702;-165.159;-134.889;0,472972
5796;304.341;-165.324;-134,89;0,475533
5797;305.346;-165.426;-134.891;0,477102
5798;305.594;-165.473;-134.913;0,477491
5799;305.038;-165.406;-134.902;0,476622
5800;303.697;-165.283;-134.913;0,474526
5801;301.657;-165.056;-134,89;0,471339
5802;299.051;-164.783;-134.878;0,467267
5803;296.045;-164.465;-134.861;0,46257
5804;292.824;-164.148;-134.865;0,457537
5805;289.592;-163.834;-134.875;0,452488
5806;286.569;-163.536;-134.879;0,447765
5807;283.976;-163.281;-134.884;0,443713
5808;282.014;-163.084;-134.883;0,440646
5809;280.829;-162,96;-134.877;0,438795
5810;280.488;-162,92;-134.871;0,438263
5811;280.971;-162.975;-134.878;0,439017
5812;282.175;-163.096;-134.879;0,440898
5813;283.945;-163.269;-134.874;0,443664
5814;286.107;-163,48;-134,87;0,447042
5815;288.482;-163.708;-134,86;0,450752
5816;290.901;-163.956;-134.866;0,454532
5817;293.208;-164.198;-134.878;0,458138
5818;295.259;-164.393;-134.867;0,461342
5819;296.907;-164.548;-134.857;0,463917
5820;298.005;-164.654;-134.853;0,465634
5821;298.399;-164.716;-134.876;0,466249
5822;297.928;-164.659;-134.866;0,465513
5823;296.447;-164.512;-134.867;0,463199
5824;293.857;-164.264;-134.879;0,459152
5825;290.147;-163.893;-134.878;0,453355
5826;28.544;-163.426;-134.882;0,446
5827;280.012;-162.887;-134.885;0,437519
5828;274.271;-162.326;-134.899;0,428549
5829;26.868;-161.759;-134.891;0,419813
5830;263.641;-161.265;-134.901;0,411939
5831;259.393;-160.862;-134.922;0,405302
5832;255.967;-160.526;-134.929;0,399949
5833;253.235;-160.232;-134.908;0,395679
5834;251.007;-160,01;-134.909;0,392198
5835;249.137;-159.812;-134.898;0,389276
5836;247.577;-159.661;-134.903;0,386839
5837;246.378;-159,54;-134.902;0,384965
5838;245.646;-159,46;-134.896;0,383821
5839;245.492;-159.455;-134.906;0,383581
5840;245.987;-159.515;-134.917;0,384354
5841;247.136;-159,63;-134.917;0,38615
5842;248.877;-159.811;-134.923;0,388871
5843;251.097;-160.022;-134.913;0,392339
5844;253.653;-160,29;-134.924;0,396333
5845;256.396;-160.559;-134,92;0,400619
5846;259.194;-160,84;-134,92;0,40499
5847;261.932;-161.125;-134.932;0,409269
5848;26.452;-161.378;-134.926;0,413313
5849;266.889;-161.615;-134.927;0,417013
5850;268.984;-161,82;-134.921;0,420287
5851;270.763;-161.992;-134.916;0,423067
5852;272.189;-162,13;-134.911;0,425296
5853;273.227;-162,25;-134.927;0,426917
5854;27.384;-162.311;-134.927;0,427874
5855;273.994;-162.338;-134.939;0,428116
5856;273.664;-162.305;-134.939;0,427601
5857;272.835;-162.244;-134.961;0,426305
5858;271.511;-162.117;-134.966;0,424235
5859;269.719;-161.938;-134.966;0,421435
5860;267.514;-161.722;-134.971;0,41799
5861;26.498;-161.479;-134.981;0,414031
5862;262.228;-161.203;-134,98;0,409731
5863;259.385;-160.918;-134,98;0,405288
5864;256.585;-160.654;-134.995;0,400913
5865;253.961;-160.391;-134.995;0,396813
5866;251.631;-160.152;-134.989;0,393173
5867;249.694;-159.963;-134.994;0,390146
5868;248.224;-159.816;-134.994;0,38785
5869;247.267;-159.726;-134.999;0,386354
5870;246.837;-159.689;-135.005;0,385682
5871;24.691;-159.702;-135.011;0,385797
5872;247.425;-159.765;-135.023;0,386602
5873;248.288;-159.836;-135.007;0,38795
5874;24.937;-159.934;-134.997;0,389641
5875;250.524;-160,05;-134.998;0,391444
5876;251.594;-160.175;-135.016;0,393116
5877;252.435;-160.254;-135.011;0,39443
5878;252.923;-160.293;-135;0,395192
5879;252.961;-160.297;-135.001;0,395252
5880;252.487;-160.255;-135.007;0,39451
5881;25.146;-160.164;-135.018;0,392907
5882;249.864;-160.004;-135.018;0,390413
5883;247.701;-159.777;-135.007;0,387033
5884;24,5;-159.518;-135.018;0,382813
5885;241.831;-159,2;-135.017;0,377861
5886;238.315;-158.847;-135.016;0,372368
5887;234.639;-158.484;-135,02;0,366624
5888;231.056;-158.124;-135.018;0,361025
5889;227.866;-157.814;-135.027;0,356041
5890;225.387;-157.564;-135.025;0,352167
5891;223.903;-157.398;-135.008;0,349849
5892;223.617;-157.374;-135.013;0,349402
5893;22.461;-157.468;-135.007;0,350953
5894;226.825;-157.696;-135.014;0,354414
5895;230.085;-158.013;-135.005;0,359507
5896;234.122;-158.424;-135.012;0,365815
5897;238.628;-158.876;-135.014;0,372856
5898;243.309;-159.329;-134.999;0,38017
5899;247.921;-159.791;-134.999;0,387376
5900;252.292;-160.218;-134.989;0,394206
5901;256.329;-160.627;-134.994;0,400514
5902;260.011;-160.995;-134.994;0,406267
5903;263.374;-161.336;-134.998;0,411521
5904;266.488;-161.641;-134.992;0,416387
5905;26.944;-161,93;-134.986;0,421
5906;272.316;-162.211;-134,98;0,425494
5907;275.188;-162.504;-134.985;0,429981
5908;278.104;-162.795;-134.985;0,434537
5909;281.079;-163.098;-134,99;0,439187
5910;284.091;-163.394;-134.985;0,443892
5911;287.075;-163.699;-134.991;0,448554
5912;289.933;-164.002;-135.008;0,453021
5913;292.548;-164.253;-134.998;0,457107
5914;294.798;-164.479;-134.999;0,460622
5915;296.577;-164.663;-135.005;0,463401
5916;29.781;-164.797;-135.016;0,465328
5917;298.459;-164.867;-135.022;0,466342
5918;298.514;-164.878;-135.027;0,466428
5919;297.988;-164.809;-135.011;0,465606
5920;296.896;-164,7;-135.011;0,463899
5921;295.241;-164.524;-135;0,461315
5922;293.018;-164.307;-135.005;0,457841
5923;29.021;-164.005;-134.984;0,453453
5924;286.806;-163,67;-134.989;0,448135
5925;282.828;-163.277;-134.995;0,441918
5926;278.345;-162.834;-134.999;0,434915
5927;273.493;-162.347;-134.998;0,427333
5928;268.464;-161.832;-134.986;0,419476
5929;263.498;-161.345;-134.995;0,411716
5930;258.843;-160.872;-134.988;0,404442
5931;254.724;-160.454;-134.982;0,398007
5932;251.304;-160.106;-134.976;0,392663
5933;248.659;-159.836;-134,97;0,38853
5934;246.769;-159.637;-134,96;0,385577
5935;245.534;-159.526;-134.972;0,383647
5936;244.808;-159.449;-134.968;0,382512
5937;24.444;-159.413;-134.969;0,381937
5938;244.319;-159.406;-134.974;0,381748
5939;244.396;-159.408;-134.969;0,381868
5940;244.696;-159.438;-134.968;0,382338
5941;24,53;-159.503;-134.973;0,383281
5942;246.304;-159.597;-134.967;0,384849
5943;247.779;-159,75;-134.972;0,387155
5944;249.736;-159.946;-134.972;0,390213
5945;252.111;-160.173;-134.962;0,393923
5946;254.777;-160,43;-134.952;0,398089
5947;257.577;-160.699;-134.942;0,402464
5948;260.353;-160.967;-134.932;0,406802
5949;262.978;-161.219;-134.921;0,410902
5950;265.364;-161.458;-134.921;0,414632
5951;267.485;-161.669;-134.921;0,417945
5952;269.364;-161.857;-134,92;0,420882
5953;271.079;-162.022;-134.914;0,42356
5954;272.741;-162.182;-134.908;0,426159
5955;274.489;-162.356;-134.907;0,428889
5956;276.459;-162.557;-134.911;0,431968
5957;278.769;-162.788;-134.911;0,435576
5958;281.493;-163.065;-134.916;0,439833
5959;284.653;-163.382;-134.916;0,444771
5960;288.206;-163.749;-134.928;0,450322
5961;292.043;-164.144;-134,94;0,456318
5962;296.003;-164.542;-134.941;0,462505
5963;299.885;-164.931;-134.943;0,468571
5964;303.474;-165.286;-134.939;0,474178
5965;306.568;-165.597;-134,94;0,479012
5966;30,9;-165.852;-134.952;0,482813
5967;310.668;-166.024;-134.957;0,485418
5968;311.552;-166.112;-134.957;0,486799
5969;311.724;-166.128;-134.956;0,487069
5970;31.134;-166.094;-134,96;0,486469
5971;310.614;-166.031;-134.969;0,485334
5972;309.776;-165.951;-134.973;0,484025
5973;30.902;-165.869;-134.967;0,482844
5974;308.452;-165.812;-134.967;0,481956
5975;308.059;-165.763;-134.957;0,481342
5976;307.709;-165,73;-134.959;0,480796
5977;307.178;-165.684;-134.966;0,479966
5978;306.197;-165.583;-134.963;0,478432
5979;304.506;-165.431;-134.981;0,47579
5980;301.899;-165.177;-134.987;0,471718
5981;298.267;-164.803;-134.977;0,466043
5982;293.623;-164.338;-134.976;0,458786
5983;288.116;-163.808;-134.996;0,450182
5984;282.027;-163.191;-134.989;0,440668
5985;275.735;-162,56;-134.986;0,430835
5986;26.966;-161.955;-134.989;0,421344
5987;264.202;-161.419;-134.998;0,412816
5988;259.667;-160.981;-135.014;0,405729
5989;256.229;-160.631;-135.008;0,400358
5990;253.928;-160.396;-135.003;0,396763
5991;252.697;-160.268;-134.999;0,394839
5992;252.403;-160.245;-135.005;0,394379
5993;252.888;-160.273;-134.984;0,395137
5994;254.001;-160.368;-134.968;0,396876
5995;25.561;-160.529;-134.968;0,399391
5996;257.615;-160.725;-134.963;0,402523
5997;259.941;-160.963;-134.969;0,406158
5998;262.537;-161.228;-134.974;0,410215
5999;265.362;-161,51;-134.974;0,414628
6000;268.378;-161.806;-134.969;0,41934
6001;271.545;-162.112;-134.958;0,424289
6002;274.816;-162.434;-134.952;0,429401
6003;278.139;-162.766;-134.952;0,434592
6004;281.456;-163.087;-134.942;0,439775
6005;284.711;-163.386;-134.915;0,44486
6006;287.844;-163.699;-134.915;0,449756
6007;290.801;-164.001;-134,92;0,454377
6008;293.531;-164.263;-134,91;0,458642
6009;295.986;-164.492;-134.894;0,462478
6010;298.127;-164.707;-134.894;0,465824
6011;299.925;-164.881;-134.888;0,468632
6012;301.373;-165.009;-134.872;0,470895
6013;302.494;-165.121;-134.872;0,472647
6014;30.334;-165.194;-134,86;0,473969
6015;303.991;-165.259;-134,86;0,474985
6016;30.454;-165.324;-134,87;0,475843
6017;305.073;-165.377;-134,87;0,476676
6018;305.634;-165.444;-134.881;0,477552
6019;306.203;-165.508;-134.887;0,478443
6020;306.695;-165.563;-134.894;0,47921
6021;306.964;-165.597;-134.901;0,479631
6022;306.847;-165.581;-134.896;0,479448
6023;306.205;-165.512;-134.891;0,478445
6024;304.961;-165.398;-134.902;0,476502
6025;303.121;-165.219;-134.907;0,473627
6026;300.767;-164.983;-134.906;0,469948
6027;298.028;-164.697;-134.895;0,465669
6028;29.504;-164.398;-134.894;0,461
6029;291.905;-164.074;-134.883;0,456101
6030;288.667;-163.745;-134.878;0,451042
6031;285.325;-163.411;-134.878;0,44582
6032;281.869;-163.066;-134.879;0,44042
6033;278.321;-162.716;-134.884;0,434876
6034;27.477;-162.371;-134.894;0,429328
6035;271.362;-162,03;-134.893;0,424004
6036;268.256;-161,73;-134.904;0,41915
6037;265.551;-161.459;-134.904;0,414924
6038;263.241;-161.219;-134.894;0,411315
6039;261.236;-161.013;-134,89;0,408181
6040;259.443;-160.834;-134,89;0,40538
6041;257.883;-160.666;-134.878;0,402942
6042;256.751;-160.556;-134.881;0,401174
6043;256.409;-160.508;-134.867;0,40064
6044;257.279;-160,62;-134.892;0,401999
6045;259.687;-160.855;-134.886;0,405761
6046;263.723;-161.254;-134.882;0,412066
6047;269.168;-161.812;-134.896;0,420575
6048;275.515;-162.446;-134.895;0,430493
6049;282.072;-163.106;-134.899;0,440737
6050;288.087;-163.712;-134.903;0,450136
6051;292.878;-164.216;-134.928;0,457622
6052;295.906;-164,51;-134,92;0,462353
6053;296.818;-164.613;-134.931;0,463778
6054;295.455;-164.455;-134.909;0,461649
6055;291.843;-164.098;-134.914;0,456004
6056;286.176;-163,54;-134.923;0,447151
6057;278.812;-162.812;-134.931;0,435644
6058;270.244;-161.957;-134.933;0,422257
6059;261.082;-161.037;-134.929;0,40794
6060;252.002;-160,12;-134,92;0,393753
6061;243.678;-159.284;-134.916;0,380747
6062;236.706;-158,59;-134.919;0,369853
6063;231.551;-158.073;-134.918;0,361798
6064;228.535;-157,77;-134.917;0,357086
6065;227.844;-157,69;-134.905;0,356007
6066;229.498;-157.862;-134.912;0,35859
6067;233.295;-158,25;-134,92;0,364523
6068;238.774;-158.802;-134.924;0,373085
6069;245.269;-159,45;-134.923;0,383233
6070;252.043;-160.125;-134.921;0,393817
6071;258.456;-160,78;-134.934;0,403838
6072;264.078;-161.353;-134.946;0,412622
6073;268.713;-161,8;-134.928;0,419864
6074;272.351;-162.157;-134.922;0,425549
6075;275.098;-162.424;-134.915;0,42984
6076;277.096;-162.623;-134.913;0,432962
6077;278.478;-162.749;-134.901;0,435121
6078;27.934;-162.829;-134.895;0,436468
6079;279.736;-162.863;-134,89;0,437088
6080;279.698;-162.865;-134.895;0,437028
6081;279.259;-162.826;-134,9;0,436343
6082;27.849;-162.737;-134.888;0,435141
6083;277.523;-162.639;-134.887;0,433629
6084;27.656;-162.541;-134.885;0,432125
6085;275.864;-162,47;-134.883;0,431038
6086;27.572;-162.459;-134.887;0,430812
6087;276.359;-162.528;-134.892;0,431811
6088;277.907;-162.672;-134.881;0,434229
6089;28.034;-162.911;-134.877;0,438031
6090;283.493;-163.239;-134.889;0,442958
6091;287.098;-163.612;-134.902;0,44859
6092;290.831;-163.976;-134.893;0,454424
6093;294.367;-164.337;-134.901;0,459948
6094;297.406;-164.648;-134.908;0,464696
6095;299.693;-164.867;-134.898;0,46827
6096;301.031;-164.996;-134.893;0,470361
6097;301.279;-165.016;-134.889;0,470748
6098;300.348;-164.918;-134.883;0,469294
6099;298.205;-164.704;-134.884;0,465945
6100;294.867;-164.381;-134.894;0,460729
6101;29,04;-163.962;-134.922;0,453749
6102;284.913;-163.412;-134.921;0,445177
6103;278.568;-162.777;-134,92;0,435263
6104;271.593;-162.078;-134.919;0,424363
6105;264.304;-161.341;-134.911;0,412975
6106;257.121;-160.648;-134.936;0,401751
6107;250.527;-159.964;-134.911;0,391449
6108;244.983;-159.418;-134,92;0,382785
6109;240.782;-159.004;-134.926;0,376222
6110;237.944;-158.711;-134.917;0,371788
6111;236.195;-158.561;-134.942;0,369054
6112;235.063;-158.446;-134,94;0,367286
6113;234.039;-158.352;-134.948;0,365686
6114;23.271;-158,22;-134.949;0,363609
6115;230.828;-158.038;-134.955;0,360668
6116;228.322;-157.781;-134.949;0,356754
6117;225.296;-157.471;-134.942;0,352024
6118;222.022;-157.152;-134,95;0,346909
6119;218.939;-156.851;-134.957;0,342092
6120;216.623;-156.621;-134.959;0,338474
6121;21.571;-156.531;-134,96;0,337046
6122;216.761;-156.629;-134.953;0,338689
6123;220.109;-156.975;-134.964;0,343921
6124;225.749;-157.535;-134,96;0,352733
6125;233.329;-158.313;-134.981;0,364576
6126;242.238;-159.204;-134,98;0,378497
6127;251.753;-160.143;-134.967;0,393364
6128;261.166;-161.071;-134.955;0,408072
6129;269.881;-161.929;-134.941;0,421689
6130;27.746;-162.715;-134.969;0,433531
6131;283.637;-163.339;-134.975;0,443183
6132;288.314;-163.806;-134.974;0,450491
6133;291.545;-164.117;-134.962;0,455539
6134;293.506;-164,3;-134.949;0,458603
6135;294.461;-164.388;-134.942;0,460096
6136;294.712;-164.417;-134.945;0,460488
6137;294.536;-164.381;-134.927;0,460212
6138;294.137;-164.324;-134,91;0,459589
6139;293.615;-164.272;-134,91;0,458774
6140;292.973;-164.214;-134.916;0,457771
6141;292.145;-164.137;-134.922;0,456476
6142;291.037;-164.021;-134.918;0,454746
6143;289.575;-163.881;-134.923;0,452461
6144;287.712;-163,7;-134.929;0,449551
6145;285.442;-163.489;-134.945;0,446004
6146;282.783;-163.223;-134.945;0,441849
6147;279.775;-162.906;-134.928;0,437149
6148;276.486;-162.566;-134.917;0,43201
6149;273.016;-162.207;-134.905;0,426587
6150;269.506;-161,86;-134,91;0,421104
6151;26.616;-161.524;-134.908;0,415875
6152;263.233;-161.246;-134.923;0,411301
6153;261.016;-161.028;-134.927;0,407838
6154;259.786;-160.899;-134,92;0,405916
6155;259.748;-160,9;-134.925;0,405856
6156;260.985;-161.019;-134,92;0,407789
6157;263.421;-161.258;-134.916;0,411595
6158;266.827;-161.585;-134.902;0,416917
6159;270.857;-161.985;-134.899;0,423214
6160;275.107;-162.412;-134.902;0,429854
6161;279.186;-162,8;-134.882;0,436228
6162;28.277;-163.177;-134,9;0,441828
6163;285.642;-163.465;-134,9;0,446316
6164;287.719;-163.656;-134.884;0,44956
6165;289.053;-163.793;-134.888;0,451645
6166;28.982;-163.884;-134.902;0,452844
6167;290.287;-163.934;-134.906;0,453574
6168;290.759;-163,98;-134.904;0,45431
6169;291.513;-164.048;-134.897;0,455489
6170;292.733;-164.175;-134.902;0,457396
6171;29.445;-164.353;-134.908;0,460078
6172;296.523;-164.552;-134.899;0,463317
6173;298.656;-164.768;-134.902;0,46665
6174;300.451;-164.961;-134.916;0,469454
6175;301.481;-165.061;-134.913;0,471064
6176;301.366;-165.068;-134.931;0,470885
6177;299.827;-164,92;-134.938;0,468479
6178;296.724;-164.621;-134.949;0,463631
6179;292.072;-164.149;-134.942;0,456363
6180;28.603;-163.538;-134.935;0,446922
6181;278.874;-162.821;-134.933;0,43574
6182;270.965;-162.033;-134.936;0,423383
6183;262.728;-161.201;-134.928;0,410512
6184;254.626;-160.383;-134,92;0,397853
6185;24.716;-159.628;-134.912;0,386188
6186;240.859;-159.011;-134.925;0,376342
6187;236.254;-158.537;-134.911;0,369147
6188;233.838;-158.309;-134.925;0,365371
6189;233.983;-158.328;-134,93;0,365598
6190;236.853;-158,61;-134.925;0,370082
6191;242.339;-159.161;-134.927;0,378655
6192;250.064;-159.943;-134.936;0,390725
6193;25.945;-160,88;-134.935;0,40539
6194;269.814;-161.904;-134.922;0,421585
6195;280.478;-162.979;-134.931;0,438247
6196;290.829;-164.022;-134,94;0,45442
6197;300.366;-164.978;-134.941;0,469322
6198;308.708;-165.824;-134.954;0,482356
6199;315.589;-166.507;-134.949;0,493108
6200;320.842;-167.033;-134.949;0,501316
6201;324.383;-167.381;-134.943;0,506848
6202;326.194;-167.573;-134.954;0,509679
6203;326.313;-167.579;-134.948;0,509863
6204;324.812;-167.417;-134.936;0,507518
6205;321.795;-167.104;-134.924;0,502805
6206;317.392;-166.663;-134.923;0,495925
6207;31.174;-166.091;-134.917;0,487094
6208;304.988;-165.421;-134.922;0,476544
6209;297.301;-164.651;-134.921;0,464533
6210;288.881;-163.808;-134,92;0,451376
6211;279.989;-162.917;-134.918;0,437482
6212;270.976;-162.002;-134.904;0,423401
6213;26.228;-161,13;-134.902;0,409813
6214;254.393;-160.338;-134.899;0,397489
6215;247.801;-159.682;-134.902;0,387189
6216;242.898;-159.196;-134.906;0,379528
6217;239.921;-158.892;-134,9;0,374877
6218;238.932;-158.788;-134.895;0,373331
6219;23.984;-158.881;-134.897;0,37475
6220;242.455;-159.143;-134.898;0,378835
6221;246.534;-159.553;-134.899;0,38521
6222;251.816;-160.077;-134.896;0,393463
6223;258.026;-160.694;-134.892;0,403165
6224;264.878;-161,37;-134.882;0,413871
6225;272.085;-162.092;-134.884;0,425133
6226;279.371;-162.822;-134.885;0,436517
6227;286.493;-163.541;-134.892;0,447645
6228;293.264;-164.213;-134.887;0,458225
6229;299.564;-164.832;-134.876;0,468069
6230;305.335;-165.409;-134.876;0,477087
6231;310.565;-165.932;-134.876;0,485257
6232;31.524;-166.389;-134.865;0,492562
6233;319.304;-166.797;-134.866;0,498913
6234;322.628;-167.131;-134.868;0,504107
6235;325.004;-167.354;-134.853;0,507818
6236;326.176;-167.478;-134.861;0,509651
6237;325.924;-167.449;-134.856;0,509257
6238;32.417;-167.267;-134,85;0,506515
6239;321.096;-166.946;-134.837;0,501713
6240;317.217;-166.553;-134.832;0,495652
6241;313.324;-166.142;-134,81;0,489568
6242;310.282;-165.845;-134.816;0,484816
6243;308.741;-165.695;-134,82;0,482407
6244;30,89;-165.707;-134.817;0,482657
6245;310.477;-165.874;-134.826;0,485121
6246;312.874;-166.112;-134.825;0,488865
6247;31.542;-166.386;-134.844;0,492844
6248;317.551;-166.607;-134.852;0,496174
6249;318.881;-166.741;-134.852;0,498252
6250;31,92;-166.772;-134.852;0,49875
6251;318.444;-166.712;-134.868;0,497569
6252;316.657;-166.516;-134,85;0,494777
6253;313.954;-166.261;-134.866;0,490553
6254;310.488;-165.919;-134,87;0,485138
6255;306.433;-165.534;-134.891;0,478802
6256;301.961;-165.102;-134.906;0,471814
6257;297.234;-164.629;-134.905;0,464428
6258;292.399;-164.139;-134.899;0,456874
6259;287.586;-163.663;-134.904;0,449353
6260;282.911;-163.178;-134.887;0,442049
6261;278.486;-162.752;-134.903;0,435135
6262;274.421;-162.334;-134.892;0,428782
6263;270.832;-161.969;-134.885;0,423175
6264;267.845;-161.653;-134.868;0,418508
6265;265.586;-161,41;-134.851;0,414978
6266;264.154;-161.266;-134.851;0,41274
6267;263.599;-161.206;-134.846;0,411873
6268;263.897;-161.236;-134.847;0,412339
6269;264.939;-161.364;-134,87;0,413968
6270;26.654;-161.542;-134.888;0,416469
6271;268.465;-161.736;-134.889;0,419477
6272;270.471;-161.938;-134,89;0,422611
6273;272.347;-162.115;-134,88;0,425542
6274;273.941;-162.264;-134,87;0,428033
6275;275.176;-162.398;-134.881;0,429963
6276;276.046;-162.485;-134,88;0,431322
6277;276.601;-162,54;-134.879;0,432189
6278;27.693;-162.577;-134.884;0,432704
6279;277.136;-162.608;-134.894;0,433025
6280;27,73;-162,63;-134,9;0,433281
6281;277.468;-162.646;-134.899;0,433543
6282;277.634;-162.663;-134,9;0,433804
6283;277.747;-162.691;-134.917;0,433979
6284;277.714;-162.678;-134.907;0,433928
6285;277.431;-162.656;-134.913;0,433486
6286;276.809;-162.588;-134.908;0,432514
6287;275.801;-162.488;-134.908;0,43094
6288;274.426;-162.344;-134.902;0,428791
6289;27.279;-162.196;-134.917;0,426235
6290;271.104;-162,02;-134.909;0,4236
6291;269.675;-161.869;-134.902;0,421368
6292;268.879;-161.771;-134.883;0,420124
6293;269.084;-161.778;-134,87;0,420444
6294;270.558;-161.936;-134,88;0,422747
6295;273.375;-162.213;-134.876;0,427148
6296;277.366;-162,61;-134.873;0,433385
6297;282.149;-163.075;-134,86;0,440858
6298;287.209;-163.595;-134.874;0,448764
6299;292.015;-164.084;-134.882;0,456274
6300;29.612;-164.507;-134.895;0,462688
6301;299.215;-164.812;-134,89;0,467523
6302;301.145;-165.015;-134.901;0,470539
6303;301.903;-165.107;-134.916;0,471723
6304;301.601;-165,08;-134,92;0,471252
6305;300.443;-164.957;-134.913;0,469441
6306;298.683;-164.796;-134.928;0,466692
6307;296.593;-164.596;-134.937;0,463427
6308;294.424;-164.405;-134.963;0,460038
6309;292.375;-164.205;-134.968;0,456836
6310;290.569;-164.019;-134.962;0,454014
6311;289.049;-163.856;-134.951;0,451639
6312;287.789;-163.725;-134.946;0,44967
6313;286.706;-163.612;-134.942;0,447978
6314;285.697;-163.507;-134.937;0,446402
6315;28.466;-163.403;-134.937;0,444782
6316;283.518;-163.279;-134.927;0,442997
6317;282.236;-163.145;-134.921;0,440994
6318;280.828;-163.009;-134.926;0,438794
6319;279.361;-162.872;-134.936;0,436501
6320;277.944;-162.719;-134.924;0,434288
6321;276.723;-162,59;-134.918;0,43238
6322;275.856;-162.491;-134.906;0,431024
6323;275.488;-162.454;-134.905;0,43045
6324;275.732;-162.461;-134.888;0,43083
6325;27.664;-162.558;-134.894;0,43225
6326;27.819;-162.708;-134.889;0,434671
6327;280.275;-162.912;-134.885;0,43793
6328;282.719;-163.169;-134.897;0,441749
6329;285.292;-163.434;-134.904;0,445768
6330;287.743;-163.675;-134,9;0,449598
6331;289.834;-163.885;-134.902;0,452866
6332;291.367;-164.056;-134.919;0,45526
6333;292.203;-164,14;-134,92;0,456568
6334;292.276;-164.131;-134.904;0,456681
6335;291.576;-164.061;-134.903;0,455587
6336;290.134;-163.911;-134.898;0,453334
6337;288.003;-163.693;-134.892;0,450005
6338;285.246;-163.433;-134.909;0,445697
6339;281.937;-163.113;-134.919;0,440526
6340;278.167;-162,73;-134.913;0,434636
6341;274.053;-162.323;-134.918;0,428207
6342;269.729;-161.896;-134.923;0,421452
6343;26.534;-161.462;-134.928;0,414594
6344;261.035;-161.036;-134.933;0,407867
6345;25.698;-160,64;-134.942;0,401531
6346;25.338;-160.273;-134.935;0,395906
6347;25.049;-159.983;-134.934;0,391391
6348;24,86;-159.792;-134.932;0,388438
6349;24.797;-159.723;-134.926;0,387454
6350;248.749;-159.823;-134.948;0,38867
6351;250.893;-160.044;-134.955;0,39202
6352;254.137;-160.377;-134.963;0,397089
6353;258.037;-160.781;-134.977;0,403182
6354;262.058;-161.181;-134.975;0,409466
6355;26,57;-161.525;-134.955;0,415157
6356;268.606;-161.817;-134.956;0,419697
6357;27.064;-162.025;-134.961;0,422875
6358;271.909;-162,15;-134.959;0,424858
6359;272.717;-162.222;-134,95;0,426121
6360;273.483;-162.274;-134.925;0,427317
6361;274.624;-162,38;-134.918;0,4291
6362;276.445;-162.572;-134.928;0,431945
6363;279.066;-162.835;-134.928;0,436041
6364;282.402;-163.164;-134.924;0,441253
6365;286.197;-163.535;-134.915;0,447183
6366;290.094;-163.921;-134.912;0,453272
6367;293.715;-164.291;-134.919;0,45893
6368;29.673;-164.594;-134,92;0,463641
6369;298.903;-164.811;-134.921;0,467036
6370;300.105;-164,92;-134,91;0,468914
6371;300.307;-164.935;-134.904;0,46923
6372;299.559;-164.881;-134.925;0,468061
6373;297.966;-164.715;-134.918;0,465572
6374;295.665;-164.495;-134.928;0,461976
6375;292.809;-164.197;-134.916;0,457514
6376;289.551;-163.859;-134.904;0,452423
6377;286.035;-163.518;-134.914;0,44693
6378;282.401;-163.154;-134.914;0,441252
6379;278.782;-162.791;-134.913;0,435597
